Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R08218_c	C00002_c + C00065_c + C16636_c  -> C00013_c + C00020_c + C06481_c 	PBANKA_0615400 or PBANKA_1431700	  0.00	 50.00	  0.00
R08224_c	C00001_c + C05172_c + C16638_c  -> 2 C00009_c + C06482_c 	PBANKA_0603800	  0.00	 50.00	  0.00
R08229_c	C00620_c + C07649_c  -> C00009_c + C16633_c 	PBANKA_1113000	  0.00	 50.00	  0.00
R08237_c	C00119_c + C02380_c  -> C00013_c + C04646_c 	PBANKA_1210800	  0.00	 50.00	  0.00
R08238_c	C00119_c + C16614_c  -> C00013_c + C16615_c 	PBANKA_1210800	  0.00	 50.00	  0.00
R08240_c	C00001_c + C00003_c + C04646_c  -> C00004_c + C00080_c + C16618_c 	PBANKA_0821700	  0.00	 50.00	  0.00
R08244_c	C00001_c + C00002_c + C00064_c + C16618_c  -> C00013_c + C00020_c + C00025_c + C00080_c + C16619_c 	PBANKA_1211000	  0.00	 50.00	  0.00
R08245_c	C00119_c + C07648_c  -> C00013_c + C16619_c 	PBANKA_1210800	  0.00	 50.00	  0.00
R08359_c	C01137_c + C01672_c  <=> C00080_c + C00170_c + C16565_c 	PBANKA_0919300	-50.00	 50.00	  0.00
R08363_c	C03723_c + C16663_c  -> C00001_c + C04232_c + C16664_c 	PBANKA_0611600 and PBANKA_1036600	  0.00	  0.00	  0.00
R08364_c	C00001_c + C03170_c + C04232_c  -> C02090_c + C03723_c 	PBANKA_0611600 and PBANKA_1036600	  0.00	  0.00	  0.00
R08379_c	C00006_c + C00473_c  <=> C00005_c + C00080_c + C00376_c 	PBANKA_1124900	-50.00	 50.00	  0.00
R08383_c	C00006_c + C16682_c  <=> C00005_c + C00080_c + C16681_c 	PBANKA_1124900	-50.00	 50.00	  0.00
R08528_c	C00129_c + C00341_c  <=> C00013_c + C16826_c 	PBANKA_0704200	-50.00	 50.00	  0.00
R08639_c	C00103_c  <=> C00092_c 	PBANKA_1210900 or putative_PBANKA_0715500	-50.00	 50.00	  0.00
R08845_c	C00075_c + C00991_c  -> C00013_c + C05227_c 	PBANKA_1232300	  0.00	 50.00	  0.00
R08964_c	C00002_c + C11526_c  -> C00008_c + C18058_c 	PBANKA_1014400	  0.00	 50.00	  0.00
R09099_c	C00065_c + C01217_c  <=> C00001_c + C00037_c + C04377_c 	PBANKA_1450200	-50.00	 50.00	  0.00
R09247_c	4 C00129_c + C00448_c  <=> 4 C00013_c + C04216_c 	PBANKA_0300800	-50.00	 50.00	  0.00
R09249_c	7 C00129_c + C00448_c  <=> 7 C00013_c + C17432_c 	PBANKA_0300800	-50.00	 50.00	  0.00
R09372_c	2 C00005_c + 2 C00080_c + C18902_c  -> 2 C00001_c + 2 C00006_c + C05703_c 	PBANKA_1023400 or PBANKA_0824700	  0.00	 50.00	  0.00
R09382_c	C00002_c + 2 C00063_c + C02211_c  -> 3 C00013_c + C19085_c 	PBANKA_0927800	  0.00	 50.00	  0.00
R09383_c	C00063_c + C02211_c  -> C00013_c + C19078_c 	PBANKA_0927800	  0.00	 50.00	  0.00
R09384_c	C00063_c + C19078_c  -> C00013_c + C19080_c 	PBANKA_0927800	  0.00	 50.00	  0.00
R09386_c	C00002_c + C19080_c  -> C00013_c + C19085_c 	PBANKA_0927800	  0.00	 50.00	  0.00
R01561_c	C00009_c + C00080_c + C00212_c  <=> C00147_c + C00620_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R01863_c	C00009_c + C00080_c + C00294_c  <=> C00262_c + C00620_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R01969_c	C00009_c + C00080_c + C00330_c  <=> C00242_c + C00672_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R02147_c	C00009_c + C00080_c + C00387_c  <=> C00242_c + C00620_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R02294_c	C00009_c + C03150_c  <=> C00620_c + C00153_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R02295_c	C00009_c + C05841_c  <=> C00253_c + C00620_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R02297_c	C00009_c + C00080_c + C01762_c  <=> C00385_c + C00620_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R02484_c	C00009_c + C00080_c + C00526_c  <=> C00106_c + C00672_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R02557_c	C00009_c + C00080_c + C00559_c  <=> C00147_c + C00672_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R02748_c	C00009_c + C00080_c + C05512_c  <=> C00262_c + C00672_c 	PBANKA_1113000	-50.00	 50.00	  0.00
R08368_c	C00009_c + C00080_c + C15586_c  -> C00620_c + C15587_c 	PBANKA_1113000	  0.00	  0.00	  0.00
R10244_c	C00009_c + C00080_c + C20463_c  -> C00672_c + C15587_c 	PBANKA_1113000	  0.00	  0.00	  0.00
R00756_c	C00002_c + C00085_c  -> C00008_c + C00354_c 	PBANKA_0816400 or putative_PBANKA_0919900	  0.00	 50.00	  0.00
R00767_c	C00063_c + C00085_c  -> C00112_c + C00354_c 	PBANKA_0816400	  0.00	 50.00	  0.00
R00769_c	C00075_c + C00085_c  -> C00015_c + C00354_c 	PBANKA_0816400	  0.00	 50.00	  0.00
R00770_c	C00081_c + C00085_c  -> C00104_c + C00354_c 	PBANKA_0816400	  0.00	 50.00	  0.00
R01843_c	C00002_c + C05382_c  -> C00008_c + C00447_c 	PBANKA_0816400	  0.00	 50.00	  0.00
R03236_c	C00002_c + C01097_c  -> C00008_c + C03785_c 	PBANKA_0816400	  0.00	 50.00	  0.00
R03237_c	C00063_c + C01097_c  -> C00112_c + C03785_c 	PBANKA_0816400	  0.00	 50.00	  0.00
R03238_c	C00075_c + C01097_c  -> C00015_c + C03785_c 	PBANKA_0816400	  0.00	 50.00	  0.00
R03239_c	C00081_c + C01097_c  -> C00104_c + C03785_c 	PBANKA_0816400	  0.00	 50.00	  0.00
R03469_c	C00002_c + C01277_c  -> C00008_c + C04637_c 	PBANKA_0203100	  0.00	 50.00	  0.00
R00703_c	C00003_c + C00186_c  <=> C00004_c + C00022_c + C00080_c 	PBANKA_1340100	-50.00	 50.00	  0.00
R01000_c	C00003_c + C05984_c  <=> C00004_c + C00080_c + C00109_c 	PBANKA_1340400	-50.00	 50.00	  0.00
R03104_c	C00003_c + C05823_c  <=> C00004_c + C00080_c + C00957_c 	PBANKA_1340100	-50.00	 50.00	  0.00
R00342_c	C00003_c + C00149_c  <=> C00004_c + C00036_c + C00080_c 	PBANKA_1117700	-50.00	 50.00	  0.00
R07136_c	C00003_c + C11537_c  <=> C00004_c + C00080_c + C05528_c 	PBANKA_1117700	-50.00	 50.00	  0.00
R00835_c	C00006_c + C00092_c  -> C00005_c + C00080_c + C01236_c 	PBANKA_1317500	  0.00	 50.00	  0.00
R03503_c	C00002_c + C01300_c  -> C00020_c + C04807_c 	PBANKA_1426700	  0.00	 50.00	  0.00
R00178_c	C00019_c + C00080_c  -> C00011_c + C01137_c 	PBANKA_0516900	  0.00	 50.00	  0.00
R05553_c	C11355_c  <=> C00022_c + C00080_c + C00568_c 	PBANKA_1322100	-50.00	 50.00	  0.00
R01878_c	C00001_c + C00080_c + C00475_c  -> C00014_c + C00299_c 	PBANKA_1362200	  0.00	 50.00	  0.00
R02485_c	C00001_c + C00080_c + C00881_c  -> C00014_c + C00526_c 	PBANKA_1362200	  0.00	 50.00	  0.00
R08221_c	C00001_c + C00080_c + C16635_c  -> C00014_c + C12739_c 	PBANKA_1362200	  0.00	 50.00	  0.00
R00014_a	C00022_a + C00068_a + C00080_a  -> C00011_a + C05125_a 	PBANKA_0923800 and PBANKA_1310100	  0.00	 50.00	  0.00
R00036_a	2 C00430_a  <=> 2 C00001_a + C00080_a + C00931_a 	PBANKA_1304100	-50.00	 50.00	  0.00
R00084_a	C00001_a + 4 C00931_a  -> 4 C00014_a + C01024_a 	PBANKA_0608000	  0.00	 50.00	  0.00
R00094_a	C00003_a + 2 C00051_a  <=> C00004_a + C00080_a + C00127_a 	PBANKA_1023400	-50.00	 50.00	  0.00
R00115_a	C00005_a + C00080_a + C00127_a  <=> C00006_a + 2 C00051_a 	PBANKA_1023400	-50.00	 50.00	  0.00
R00200_a	C00002_a + C00022_a  <=> C00008_a + C00074_a 	PBANKA_0520000	-50.00	 50.00	  0.00
R00243_a	C00001_a + C00003_a + C00025_a  <=> C00004_a + C00014_a + C00026_a + C00080_a 	PBANKA_1014000	-50.00	 50.00	  0.00
R00248_a	C00001_a + C00006_a + C00025_a  <=> C00005_a + C00014_a + C00026_a + C00080_a 	PBANKA_1014000	-50.00	 50.00	  0.00
R00274_a	C00027_a + 2 C00051_a  -> 2 C00001_a + C00127_a 	PBANKA_0610500	  0.00	 50.00	  0.00
R00430_a	C00022_a + C00044_a  <=> C00035_a + C00074_a 	PBANKA_0520000	-50.00	 50.00	  0.00
R00653_a	C00001_a + C03145_a  -> C00058_a + C00073_a 	PBANKA_0809300	  0.00	 50.00	  0.00
R00742_a	C00002_a + C00024_a + C00288_a  -> C00008_a + C00009_a + C00080_a + C00083_a 	PBANKA_1332800	  0.00	 50.00	  0.00
R00842_a	C00003_a + C00093_a  <=> C00004_a + C00080_a + C00111_a 	PBANKA_0932900 or PBANKA_1431900	-50.00	 50.00	  0.00
R00851_a	C00040_a + C00093_a  <=> C00010_a + C00681_a 	PBANKA_1416700	-50.00	 50.00	  0.00
R00945_a	C00001_a + C00037_a + C00143_a  <=> C00065_a + C00101_a 	PBANKA_1450200	-50.00	 50.00	  0.00
R01015_a	C00118_a  <=> C00111_a 	PBANKA_1303800	-50.00	 50.00	  0.00
R01055_a	C00106_a + C00117_a  <=> C00001_a + C01168_a 	PBANKA_0815000	-50.00	 50.00	  0.00
R01122_a	C00066_a + C00235_a  <=> C00013_a + C04432_a 	PBANKA_0606100	-50.00	 50.00	  0.00
R01138_a	C00022_a + C00131_a  <=> C00074_a + C00206_a 	PBANKA_0520000	-50.00	 50.00	  0.00
R01280_a	C00002_a + C00010_a + C00080_a + C00249_a  -> C00013_a + C00020_a + C00154_a 	PBANKA_1453300	  0.00	 50.00	  0.00
R01626_a	C00083_a + C00229_a  <=> C00010_a + C01209_a 	PBANKA_1410500	-50.00	 50.00	  0.00
R01698_a	C00003_a + C00579_a  <=> C00004_a + C00080_a + C00248_a 	PBANKA_0714900	-50.00	 50.00	  0.00
R01699_a	C00022_a + C00080_a + C15972_a  -> C00011_a + C16255_a 	PBANKA_0923800 and PBANKA_1310100	  0.00	 50.00	  0.00
R01736_a	C00001_a + C03451_a  -> C00051_a + C00080_a + C00256_a 	PBANKA_0604400	  0.00	 50.00	  0.00
R01858_a	C00022_a + C00286_a  <=> C00074_a + C00361_a 	PBANKA_0520000	-50.00	 50.00	  0.00
R01977_a	C00006_a + C03561_a  <=> C00005_a + C00080_a + C00332_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R02320_a	C00022_a + C00201_a  -> C00074_a + C00454_a 	PBANKA_0520000	  0.00	  0.00	  0.00
R02569_a	C00024_a + C15973_a  <=> C00010_a + C16255_a 	PBANKA_0505000	-50.00	 50.00	  0.00
R02918_a	C00002_a + C00080_a + C00082_a + C00787_a  -> C00013_a + C00020_a + C02839_a 	PBANKA_0930500	  0.00	 50.00	  0.00
R03038_a	C00002_a + C00041_a + C00080_a + C01635_a  -> C00013_a + C00020_a + C00886_a 	PBANKA_1143600	  0.00	 50.00	  0.00
R03197_a	4 C00080_a + C01051_a  -> 4 C00011_a + C03263_a 	PBANKA_0105900	  0.00	 50.00	  0.00
R03270_a	C05125_a + C15972_a  -> C00068_a + C16255_a 	PBANKA_0923800 and PBANKA_1310100	  0.00	 50.00	  0.00
R03599_a	C00004_a + C00080_a + C05688_a  <=> C00003_a + C00041_a + C01528_a 		-50.00	 50.00	  0.00
R03646_a	C00002_a + C00062_a + C00080_a + C01636_a  -> C00013_a + C00020_a + C02163_a 	PBANKA_0814900	  0.00	 50.00	  0.00
R03648_a	C00002_a + C00080_a + C00152_a + C01637_a  -> C00013_a + C00020_a + C03402_a 	PBANKA_1109200	  0.00	 50.00	  0.00
R03650_a	C00002_a + C00080_a + C00097_a + C01639_a  -> C00013_a + C00020_a + C03125_a 	PBANKA_1213600	  0.00	 50.00	  0.00
R03651_a	C00002_a + C00025_a + C01640_a  -> C00013_a + C00020_a + C06112_a 	PBANKA_1133500	  0.00	 50.00	  0.00
R03652_a	C00002_a + C00064_a + C00080_a + C01640_a  -> C00013_a + C00020_a + C02282_a 	PBANKA_1346600	  0.00	 50.00	  0.00
R03654_a	C00002_a + C00037_a + C00080_a + C01642_a  -> C00013_a + C00020_a + C02412_a 	PBANKA_1022800	  0.00	 50.00	  0.00
R03655_a	C00002_a + C00080_a + C00135_a + C01643_a  -> C00013_a + C00020_a + C02988_a 	PBANKA_0834800	  0.00	 50.00	  0.00
R03656_a	C00002_a + C00080_a + C00407_a + C01644_a  -> C00013_a + C00020_a + C03127_a 	PBANKA_1440000	  0.00	 50.00	  0.00
R03657_a	C00002_a + C00080_a + C00123_a + C01645_a  -> C00013_a + C00020_a + C02047_a 	PBANKA_0702500	  0.00	 50.00	  0.00
R03658_a	C00002_a + C00047_a + C01646_a  -> C00013_a + C00020_a + C01931_a 	PBANKA_1025900	  0.00	 50.00	  0.00
R03659_a	C00002_a + C00073_a + C00080_a + C01647_a  -> C00013_a + C00020_a + C02430_a 	PBANKA_1203300	  0.00	 50.00	  0.00
R03660_a	C00002_a + C00079_a + C00080_a + C01648_a  -> C00013_a + C00020_a + C03511_a 	PBANKA_1446700	  0.00	 50.00	  0.00
R03661_a	C00002_a + C00080_a + C00148_a + C01649_a  -> C00013_a + C00020_a + C02702_a 	PBANKA_0826100	  0.00	 50.00	  0.00
R03662_a	C00002_a + C00065_a + C01650_a  -> C00013_a + C00020_a + C02553_a 	PBANKA_1431700	  0.00	 50.00	  0.00
R03663_a	C00002_a + C00188_a + C01651_a  -> C00013_a + C00020_a + C02992_a 	PBANKA_0922300	  0.00	 50.00	  0.00
R03664_a	C00002_a + C00078_a + C00080_a + C01652_a  -> C00013_a + C00020_a + C03512_a 	PBANKA_1464700	  0.00	 50.00	  0.00
R03665_a	C00002_a + C00080_a + C00183_a + C01653_a  -> C00013_a + C00020_a + C02554_a 	PBANKA_0409200	  0.00	 50.00	  0.00
R03815_a	C00003_a + C02972_a  <=> C00004_a + C00080_a + C02051_a 	PBANKA_0714900	-50.00	 50.00	  0.00
R04355_a	C00080_a + C01209_a + C03939_a  -> C00011_a + C00229_a + C05744_a 	PBANKA_1125100	  0.00	 50.00	  0.00
R04385_a	C00002_a + C00288_a + C06250_a  -> C00008_a + C00009_a + C00080_a + C04419_a 	PBANKA_1332800	  0.00	 50.00	  0.00
R04386_a	C00024_a + C04419_a  <=> C00083_a + C06250_a 	PBANKA_1332800	-50.00	 50.00	  0.00
R04428_a	C04618_a  -> C00001_a + C04246_a 	PBANKA_1338200	  0.00	 50.00	  0.00
R04429_a	C00003_a + C05745_a  <=> C00004_a + C00080_a + C04246_a 	PBANKA_1229800	-50.00	 50.00	  0.00
R04533_a	C00006_a + C04618_a  <=> C00005_a + C00080_a + C05744_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R04534_a	C00006_a + C04619_a  <=> C00005_a + C00080_a + C05753_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R04535_a	C04619_a  <=> C00001_a + C05754_a 	PBANKA_1338200	-50.00	 50.00	  0.00
R04536_a	C00006_a + C04620_a  <=> C00005_a + C00080_a + C05750_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R04537_a	C04620_a  <=> C00001_a + C05751_a 	PBANKA_1338200	-50.00	 50.00	  0.00
R04543_a	C00006_a + C04633_a  <=> C00005_a + C00080_a + C05762_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R04544_a	C04633_a  <=> C00001_a + C05763_a 	PBANKA_1338200	-50.00	 50.00	  0.00
R04566_a	C00006_a + C04688_a  <=> C00005_a + C00080_a + C05759_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R04568_a	C04688_a  <=> C00001_a + C05760_a 	PBANKA_1338200	-50.00	 50.00	  0.00
R04724_a	C00003_a + C05223_a  <=> C00004_a + C00080_a + C05758_a 	PBANKA_1229800	-50.00	 50.00	  0.00
R04726_a	C00080_a + C01209_a + C05223_a  -> C00011_a + C00229_a + C05759_a 	PBANKA_1125100	  0.00	 50.00	  0.00
R04773_a	C00002_a + C01647_a + C05335_a  -> C00013_a + C00020_a + C05336_a 	PBANKA_1203300	  0.00	 50.00	  0.00
R04952_a	C00080_a + C01209_a + C05745_a  -> C00011_a + C00229_a + C05746_a 	PBANKA_1125100	  0.00	 50.00	  0.00
R04953_a	C00006_a + C05747_a  <=> C00005_a + C00080_a + C05746_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R04954_a	C05747_a  <=> C00001_a + C05748_a 	PBANKA_1338200	-50.00	 50.00	  0.00
R04955_a	C00003_a + C05749_a  <=> C00004_a + C00080_a + C05748_a 	PBANKA_1229800	-50.00	 50.00	  0.00
R04957_a	C00080_a + C01209_a + C05749_a  -> C00011_a + C00229_a + C05750_a 	PBANKA_1125100	  0.00	 50.00	  0.00
R04958_a	C00003_a + C05752_a  <=> C00004_a + C00080_a + C05751_a 	PBANKA_1229800	-50.00	 50.00	  0.00
R04960_a	C00080_a + C01209_a + C05752_a  -> C00011_a + C00229_a + C05753_a 	PBANKA_1125100	  0.00	 50.00	  0.00
R04961_a	C00003_a + C05755_a  <=> C00004_a + C00080_a + C05754_a 	PBANKA_1229800	-50.00	 50.00	  0.00
R04963_a	C00080_a + C01209_a + C05755_a  -> C00011_a + C00229_a + C05756_a 	PBANKA_1125100	  0.00	 50.00	  0.00
R04964_a	C00006_a + C05757_a  <=> C00005_a + C00080_a + C05756_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R04965_a	C05757_a  <=> C00001_a + C05758_a 	PBANKA_1338200	-50.00	 50.00	  0.00
R04966_a	C00003_a + C05761_a  <=> C00004_a + C00080_a + C05760_a 	PBANKA_1229800	-50.00	 50.00	  0.00
R04968_a	C00080_a + C01209_a + C05761_a  -> C00011_a + C00229_a + C05762_a 	PBANKA_1125100	  0.00	 50.00	  0.00
R04969_a	C00003_a + C05764_a  <=> C00004_a + C00080_a + C05763_a 	PBANKA_1229800	-50.00	 50.00	  0.00
R04972_a	4 C00080_a + C05766_a  -> 4 C00011_a + C05768_a 	PBANKA_0105900	  0.00	 50.00	  0.00
R05577_a	C00002_a + C00049_a + C00080_a + C01638_a  -> C00013_a + C00020_a + C02984_a 	PBANKA_1114000	  0.00	 50.00	  0.00
R05578_a	C00002_a + C00025_a + C00080_a + C01641_a  -> C00013_a + C00020_a + C02987_a 	PBANKA_1133500	  0.00	 50.00	  0.00
R05634_a	C00002_a + C11435_a  -> C00008_a + C11436_a 	PBANKA_1102800	  0.00	 50.00	  0.00
R05636_a	C00022_a + C00080_a + C00118_a  <=> C00011_a + C11437_a 	PBANKA_1351000	-50.00	 50.00	  0.00
R05688_a	C00006_a + C11434_a  <=> C00005_a + C00080_a + C11437_a 	PBANKA_1330600	-50.00	 50.00	  0.00
R05884_a	2 C00080_a + 2 C00138_a + C11811_a + 4Fe4S_a  <=> C00001_a + C00129_a + 2 C00139_a + 2Fe2S_a + 2 C14818_a 	PBANKA_0208700	-50.00	 50.00	  0.00
R07034_a	2 C00051_a + C05356_a  -> C00001_a + C00127_a + C04805_a 	PBANKA_0610500	  0.00	 50.00	  0.00
R07035_a	2 C00051_a + C05966_a  -> C00001_a + C00127_a + C04742_a 	PBANKA_0610500	  0.00	 50.00	  0.00
R07618_a	C00003_a + C15973_a  <=> C00004_a + C00080_a + C15972_a 	PBANKA_0714900	-50.00	 50.00	  0.00
R07759_a	C00005_a + C00080_a + C16216_a  <=> C00006_a + C16217_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R07762_a	C01209_a + C05764_a  <=> C00011_a + C00229_a + C16219_a 	PBANKA_1125100	-50.00	 50.00	  0.00
R07763_a	C00005_a + C00080_a + C16219_a  <=> C00006_a + C16220_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R07764_a	C16220_a  -> C00001_a + C16221_a 	PBANKA_1338200	  0.00	 50.00	  0.00
R07765_a	C00004_a + C00080_a + C16221_a  <=> C00003_a + C04088_a 	PBANKA_1229800	-50.00	 50.00	  0.00
R07766_a	C05752_a + C16240_a  <=> C00229_a + C16236_a 	PBANKA_0707000	-50.00	 50.00	  0.00
R07767_a	2 C00019_a + C16236_a + 4Fe4S_a  <=> 2 C00073_a + 2 C05198_a + C16237_a + 2Fe2S_a + 2 C14818_a 	PBANKA_1357500	-50.00	 50.00	  0.00
R07768_a	2 C00019_a + C05752_a + 4Fe4S_a  <=> 2 C00073_a + 2 C05198_a + C16239_a + 2Fe2S_a + 2 C14818_a 	PBANKA_1357500	-50.00	 50.00	  0.00
R07769_a	C16239_a + C16240_a  <=> C00229_a + C16237_a 	PBANKA_0707000	-50.00	 50.00	  0.00
R07770_a	C00002_a + C00080_a + C00725_a  <=> C00013_a + C16238_a 	PBANKA_0824500	-50.00	 50.00	  0.00
R07771_a	C16238_a + C16240_a  <=> C00020_a + C16237_a 	PBANKA_0824500	-50.00	 50.00	  0.00
R08210_a	C00001_a + 2 C00139_a + C00235_a + 2Fe2S_a + 2 C14818_a  <=> 2 C00080_a + 2 C00138_a + C11811_a + 4Fe4S_a 	PBANKA_0208700	-50.00	 50.00	  0.00
R08689_a	2 C00138_a + C11453_a + 4Fe4S_a  <=> C00001_a + 2 C00139_a + C11811_a + 2Fe2S_a + 2 C14818_a 	PBANKA_0507000	-50.00	 50.00	  0.00
R09099_a	C00065_a + C01217_a  <=> C00001_a + C00037_a + C04377_a 	PBANKA_1450200	-50.00	 50.00	  0.00
R09366_a	C00001_a + C05689_a  -> C00014_a + C00022_a + C05703_a 	PBANKA_0614300	  0.00	 50.00	  0.00
R09380_a	C00093_a + C00173_a  <=> C00229_a + C00681_a 	PBANKA_1416700	-50.00	 50.00	  0.00
R00371_r	C00024_r + C00037_r  <=> C00010_r + C03508_r 	PBANKA_1027000	-50.00	 50.00	  0.00
R00851_r	C00040_r + C00093_r  <=> C00010_r + C00681_r 	PBANKA_1428500	-50.00	 50.00	  0.00
R01009_r	C00096_r + C00110_r  <=> C00035_r + C03862_r 	PBANKA_0907400	-50.00	 50.00	  0.00
R01281_r	C00065_r + C00080_r + C00154_r  -> C00010_r + C00011_r + C02934_r 	PBANKA_1027000	  0.00	 50.00	  0.00
R01801_r	C00093_r + C00269_r  <=> C00055_r + C03892_r 	PBANKA_0710600	-50.00	 50.00	  0.00
R01834_r	C00030_r + C00280_r  -> C00028_r + C00674_r 	PBANKA_1319600	  0.00	 50.00	  0.00
R02055_r	C00080_r + C02737_r  -> C00011_r + C00350_r 	PBANKA_0828700	  0.00	 50.00	  0.00
R02222_r	C00007_r + 2 C00080_r + C00412_r + 2 C00999_r  -> 2 C00001_r + C00510_r + 2 C00996_r 	PBANKA_1110700	  0.00	 50.00	  0.00
R02251_r	C00010_r + C00422_r  <=> C00040_r + C00641_r 	PBANKA_1216200	-50.00	 50.00	  0.00
R02497_r	C00030_r + C00535_r  -> C00028_r + C03917_r 	PBANKA_1319600	  0.00	 50.00	  0.00
R02978_r	C00006_r + C00836_r  <=> C00005_r + C00080_r + C02934_r 	PBANKA_1007100	-50.00	 50.00	  0.00
R03210_r	C00041_r + C00080_r + C01063_r  <=> C00010_r + C00011_r + C01092_r 	PBANKA_1027000	-50.00	 50.00	  0.00
R04920_r	C00641_r + C05673_r  <=> C00055_r + C05675_r 	PBANKA_1127000	-50.00	 50.00	  0.00
R05919_r	C03862_r + G00145_r  <=> C00110_r + G00146_r 	PBANKA_0609300	-50.00	 50.00	  0.00
R05921_r	C03862_r + G00147_r  <=> C00110_r + G00148_r 	PBANKA_1460300	-50.00	 50.00	  0.00
R05922_r	C03862_r + G00148_r  <=> C00110_r + G00149_r 	PBANKA_1354700	-50.00	 50.00	  0.00
R05923_r	C00350_r + G00140_r  <=> C00641_r + G00141_r 	PBANKA_1429900	-50.00	 50.00	  0.00
R06364_r	C00570_r + C03201_r  <=> C00055_r + C00080_r + C04475_r 	PBANKA_1127000	-50.00	 50.00	  0.00
R07377_r	C00065_r + C00157_r  <=> C00080_r + C00114_r + C02737_r 	PBANKA_1142700	-50.00	 50.00	  0.00
R07384_r	C00055_r + C00080_r + C04756_r  <=> C00570_r + C03454_r 	PBANKA_1127000	-50.00	 50.00	  0.00
R07758_r	C00080_r + C00083_r + C00154_r  -> C00010_r + C00011_r + C16216_r 	PBANKA_0820900 or PBANKA_0204300	  0.00	 50.00	  0.00
R07759_r	C00005_r + C00080_r + C16216_r  <=> C00006_r + C16217_r 	PBANKA_0522400	-50.00	 50.00	  0.00
R07760_r	C16217_r  -> C00001_r + C16218_r 	PBANKA_1346500	  0.00	 50.00	  0.00
R07761_r	C00005_r + C00080_r + C16218_r  <=> C00006_r + C00412_r 	PBANKA_0912700	-50.00	 50.00	  0.00
R08107_r	C00350_r + G00149_r  <=> C00641_r + G13044_r 	PBANKA_1429900	-50.00	 50.00	  0.00
R09295_r	C02189_r + C00325_r  <=> C00035_r + G13052_r 	PBANKA_0810400	-50.00	 50.00	  0.00
R09380_r	C00093_r + C00173_r  <=> C00229_r + C00681_r 	PBANKA_1428500	-50.00	 50.00	  0.00
R09419_r	C00040_r + C00080_r + C00083_r  -> C00010_r + C00011_r + C00264_r 	PBANKA_0820900 or PBANKA_0104700 or PBANKA_0204300	  0.00	 50.00	  0.00
R01321_r	C00307_r + C00641_r  <=> C00055_r + C00157_r 	PBANKA_1127000	-50.00	 50.00	  0.00
R04321_r	C00307_r + C03820_r  <=> C00055_r + C04598_r 	PBANKA_1127000	-50.00	 50.00	  0.00
R04922_r	C00641_r + C05674_r  <=> C00055_r + C05676_r 	PBANKA_1127000	-50.00	 50.00	  0.00
R07389_r	C00307_r + C03201_r  <=> C00055_r + C05212_r 	PBANKA_1127000	-50.00	 50.00	  0.00
R00094_m	C00003_m + 2 C00051_m  <=> C00004_m + C00080_m + C00127_m 	PBANKA_0824700	-50.00	 50.00	  0.00
R00115_m	C00005_m + C00080_m + C00127_m  <=> C00006_m + 2 C00051_m 	PBANKA_0824700	-50.00	 50.00	  0.00
R00238_m	2 C00024_m  <=> C00010_m + C00332_m 	PBANKA_1314600	-50.00	 50.00	  0.00
R00267_m	C00006_m + C00311_m  -> C00005_m + C00011_m + C00026_m 	PBANKA_1358600	  0.00	 50.00	  0.00
R00268_m	C00080_m + C05379_m  <=> C00011_m + C00026_m 	PBANKA_1358600	-50.00	  0.00	  0.00
R00310_m	C02191_m + C14818_m  <=> C00032_m + 2 C00080_m 	PBANKA_1140700	-50.00	 50.00	  0.00
R00351_m	C00010_m + C00080_m + C00158_m  <=> C00001_m + C00024_m + C00036_m 	PBANKA_0506700	-50.00	 50.00	  0.00
R00405_m	C00002_m + C00010_m + C00042_m  <=> C00008_m + C00009_m + C00091_m 	PBANKA_0938500 and PBANKA_1013200	-50.00	 50.00	  0.00
R00432_m	C00010_m + C00042_m + C00044_m  <=> C00009_m + C00035_m + C00091_m 	PBANKA_0938500 and PBANKA_1013200	-50.00	 50.00	  0.00
R00621_m	C00026_m + C00068_m + C00080_m  -> C00011_m + C05381_m 	PBANKA_0710100	  0.00	 50.00	  0.00
R00727_m	C00010_m + C00042_m + C00081_m  <=> C00009_m + C00091_m + C00104_m 	PBANKA_0938500 and PBANKA_1013200	-50.00	 50.00	  0.00
R00830_m	C00037_m + C00080_m + C00091_m  -> C00010_m + C00011_m + C00430_m 	PBANKA_1459200	  0.00	 50.00	  0.00
